,词语,词频
67088,副议长,2
67089,通观,1
67090,下萨克森州,1
67091,马哈拉施特拉,1
67092,阿舒克,2
67093,印巴,1
67094,阵亡,40
67095,黑作坊,73
67096,过街老鼠,3
67097,铜墙铁壁,11
67098,纵火罪,23
67099,刑法学,5
67100,高艳东,1
67101,陪审团,20
67102,高桥哲哉,2
67103,荒诞不经,8
67104,诡辩,28
67105,灵堂,69
67106,阴谋家,9
67107,罪魁,5
67108,战神,7
67109,把戏,19
67110,性子,19
67111,胡来,7
67112,崔波,3
67113,马三刚,3
67114,李文章,3
67115,白雪山,2
67116,已转,19
67117,新址,31
67118,唐山市,53
67119,范绍慧,20
67120,岸田文雄,18
67121,担当相,3
67122,甘利明,1
67123,伊势,17
67124,神宫,17
67125,下关市,6
67126,海江田万里,2
67127,内宫,3
67128,公元前二年,1
67129,神仪,1
67130,祭典,24
67131,祭礼,3
67132,杨传堂,23
67133,陆东福,13
67134,迪克,15
67135,切尼,16
67136,利兹,48
67137,怀俄明州,7
67138,恩齐,1
67139,同位素,18
67140,广寒宫,3
67141,很多很多,9
67142,放射源,2
67143,有剧毒,8
67144,核辐射,48
67145,零缺陷,6
67146,黄才勇,1
67147,任保国,2
67148,侯旭峰,2
67149,王彪,2
67150,刘锐,6
67151,测量员,2
67152,陈媛媛,1
67153,精诚团结,4
67154,辐射防护,5
67155,力学,29
67156,疆场,10
67157,功夫不负有心人,10
67158,蛮干,6
67159,举重若轻,12
67160,胆大心细,4
67161,信道,12
67162,双频段,1
67163,杜丹,7
67164,波导,5
67165,滤波器,1
67166,馈线,1
67167,深冷,2
67168,射频,9
67169,信噪比,1
67170,射电星,1
67171,功放,1
67172,波束,2
67173,馈电,1
67174,坐标变换,1
67175,勇挑重担,6
67176,系统集成,11
67177,欧空局,1
67178,快车,21
67179,弧段,1
67180,恪尽职守,25
67181,混合式,6
67182,步进,2
67183,丝杠,2
67184,调节阀,2
67185,混合比,1
67186,伺服,5
67187,绕组,5
67188,滚珠,1
67189,直线运动,3
67190,热耗,1
67191,湿空气,2
67192,陈连增,2
67193,五百多辆,2
67194,中低档,15
67195,临门,18
67196,入港,2
67197,中雨,15
67198,犯罪学,7
67199,附随,8
67200,安倍希望,11
67201,背弃,17
67202,团雾,120
67203,杭瑞,6
67204,示廓灯,8
67205,后位灯,6
67206,徐德明,44
67207,看涨,31
67208,大前提,8
67209,郑继培,2
67210,小产权,11
67211,齐骥,12
67212,尖刻,4
67213,受辱,10
67214,按理,6
67215,堂而皇之,18
67216,执法必严,8
67217,违法必究,10
67218,弃学,1
67219,寒门,16
67220,借读生,9
67221,往届生,8
67222,中职生,50
67223,职业中学,3
67224,技工学校,2
67225,考核表,2
67226,体育类,7
67227,委托人,26
67228,三不管,26
67229,蜜月岛,3
67230,保亭县,6
67231,七仙岭,1
67232,称心,8
67233,博鳌,102
67234,三亚港,10
67235,暗地里,29
67236,蓝白,12
67237,巡洋,3
67238,凤凰岛,4
67239,人民警察法,2
67240,制式,52
67241,警械,38
67242,短斤缺两,1
67243,棕囊藻,5
67244,物像,1
67245,水珠,3
67246,絮状,1
67247,糊糊,11
67248,观海,5
67249,玩水,3
67250,排污口,53
67251,优化设计,3
67252,适应症,9
67253,骶,11
67254,椰子树,5
67255,慌神,1
67256,绿化树,7
67257,棋子湾,10
67258,石碌,2
67259,苏晓杰,5
67260,李宗明,1
67261,荀晖,3
67262,心往,18
67263,恒盛,9
67264,雨润,3
67265,阳光城,12
67266,招拍挂,20
67267,严朝君,2
67268,周开东,1
67269,西环,8
67270,吴增荣,3
67271,徐红萍,6
67272,春源,2
67273,三四,8
67274,杂货,6
67275,土鸡蛋,42
67276,王鑫怀,1
67277,万泉河,38
67278,龙一村,3
67279,树顶,2
67280,护堤,4
67281,变深,3
67282,沙场,44
67283,投石,1
67284,李紫微,19
67285,龙湖镇,5
67286,高大昌,2
67287,接济,26
67288,瓦房,40
67289,凉席,7
67290,林春桃,5
67291,柱子,37
67292,李冠进,1
67293,早读,19
67294,永丰镇,2
67295,婶婶,5
67296,不周,16
67297,潘紫玉,1
67298,东路镇,4
67299,葫芦村,11
67300,葫芦,43
67301,野生稻,2
67302,荔枝树,3
67303,龙眼树,1
67304,平南,24
67305,出租权,1
67306,委托书,31
67307,每间,25
67308,调声,1
67309,黄远舫,2
67310,聘书,13
67311,演奏员,8
67312,录播,12
67313,产供销,7
67314,枫木镇,2
67315,农博网,10
67316,水渍,25
67317,瓜条,2
67318,漫灌,1
67319,病叶,1
67320,瑞毒霉,1
67321,可湿性,1
67322,粉剂,2
67323,枫木,3
67324,文儒,2
67325,吴贵强,1
67326,田间管理,13
67327,上海青,7
67328,孙学洋,1
67329,副食,33
67330,孙丹丹,1
67331,博商,1
67332,城网,3
67333,万钢来,1
67334,丰东河,4
67335,养猪场,63
67336,陈辞,7
67337,区域环境,13
67338,采石场,11
67339,可行性研究,17
67340,高压脊,1
67341,标准间,42
67342,隋繁,3
67343,慧远,5
67344,美林谷,5
67345,黄海林,1
67346,鼻箫,1
67347,调酒杯,1
67348,摇酒器,1
67349,调酒师,1
67350,廖文宾,1
67351,相亲相爱,3
67352,罗善文,1
67353,身残志坚,7
67354,舞蹈团,19
67355,刘琨,2
67356,五彩缤纷,8
67357,展览会,24
67358,新风路,3
67359,三角街,1
67360,华硕,29
67361,宏基,20
67362,金立,11
67363,佳能,11
67364,风湃,4
67365,蓝讯,2
67366,永森,2
67367,启翔,2
67368,浩博,1
67369,声色,9
67370,炜,13
67371,正兴,7
67372,电教,5
67373,读书郎,7
67374,快易典,3
67375,诺亚舟,2
67376,管辖权,61
67377,陈建元,9
67378,耳闻目睹,4
67379,有法不依,5
67380,凤翔,17
67381,有点冷,8
67382,南庄,4
67383,接单,56
67384,立春,36
67385,海头镇,6
67386,运通,18
67387,柏榔,1
67388,塘边,6
67389,博爱路,2
67390,耕作层,15
67391,客土,4
67392,河塘,16
67393,底泥,48
67394,轻工业,6
67395,刘永兵,11
67396,理化,5
67397,灰土,7
67398,母质,1
67399,土体,3
67400,砾石,34
67401,火山弹,1
67402,孔隙,2
67403,壤土,1
67404,有机质,13
67405,左岸,8
67406,防洪,52
67407,泵站,32
67408,柳塘,2
67409,苍原,1
67410,溪头,2
67411,蓄水量,9
67412,洪不畅,1
67413,底土,1
67414,土壤资源,1
67415,下市村,3
67416,菜农,65
67417,草帽,7
67418,晒黑,10
67419,李柏文,3
67420,豆角,23
67421,椒,9
67422,深绿,4
67423,肥力,2
67424,妙手,5
67425,四部曲,7
67426,软件系统,8
67427,河沙,18
67428,试验性,26
67429,资源化,34
67430,成果奖,8
67431,仁南村,1
67432,谭丰洋,1
67433,砂质,2
67434,土石,5
67435,土地类型,3
67436,黄一冰,3
67437,乱闯,6
67438,横流,19
67439,脏乱,31
67440,老大难,24
67441,堵水,1
67442,手推车,26
67443,借东风,2
67444,联防队员,19
67445,周海波,1
67446,见怪,15
67447,今非昔比,11
67448,油污,47
67449,欧建科,1
67450,游来,7
67451,泛舟,9
67452,河东路,12
67453,对照表,2
67454,飘移,4
67455,河东区,16
67456,河西区,20
67457,鹿回头,29
67458,非金属,13
67459,农副,3
67460,采选,12
67461,周韵,19
67462,周韵先,1
67463,赶工,9
67464,补签,1
67465,包工,34
67466,陈婷明,1
67467,许巍,23
67468,袁静,18
67469,反咬,8
67470,所签,8
67471,出借人,3
67472,简某胜,2
67473,简某裕,2
67474,简某坤,2
67475,李某奇,1
67476,动员会,33
67477,刘麦,6
67478,极小,15
67479,安全等级,4
67480,晒被子,2
67481,庄国鹏,3
67482,蔡东成,40
67483,沃天堂,1
67484,环行,4
67485,逆时针方向,4
67486,洋田,8
67487,林建喜,2
67488,基业,14
67489,禁不起,2
67490,宽心,2
67491,逼视,1
67492,奥布,6
67493,万能药,2
67494,桃花运,45
67495,巨蟹座,5
67496,如影随形,24
67497,天蝎座,10
67498,蝎子,2
67499,眼高手低,3
67500,金牛座,8
67501,凡凡,4
67502,双子,4
67503,射手座,3
67504,深奥,6
67505,缩进,1
67506,白羊座,9
67507,白羊,6
67508,摩羯座,2
67509,摩羯,9
67510,水瓶座,3
67511,运达,7
67512,水瓶,41
67513,双丰收,23
67514,谢佳蓉,1
67515,院容,1
67516,卢浮宫,12
67517,艾尔米,6
67518,袁艺,5
67519,杨琳,11
67520,敬告,2
67521,甘南,21
67522,美发,24
67523,美容美发,29
67524,烫发,6
67525,珠海市,13
67526,斗门区,3
67527,井岸镇,3
67528,南潮,3
67529,说句,24
67530,斯波坎,3
67531,人类学家,9
67532,吉文斯,1
67533,生理学家,1
67534,抬举,5
67535,卷动,1
67536,下陷,10
67537,上装,32
67538,情侣装,9
67539,巴特勒,3
67540,杰米,17
67541,科莫斯托克,1
67542,绽开,3
67543,颧部,6
67544,杨凤立,1
67545,徐有青,3
67546,腹水,7
67547,平扫,3
67548,转氨酶,6
67549,越重,14
67550,护肝,33
67551,布列,2
67552,塔尼,1
67553,瓦纳,2
67554,盖冈,1
67555,实验误差,1
67556,统计学,10
67557,尾行,1
67558,老套,17
67559,安托万,1
67560,挂号处,1
67561,石佛营,3
67562,复诊,19
67563,钟东波,2
67564,报告单,55
67565,一窝蜂,14
67566,定福庄,3
67567,医联体,34
67568,坐诊,11
67569,精华素,1
67570,低聚,2
67571,复合物,10
67572,放疗,6
67573,乳房硬结,2
67574,疼痛感,14
67575,科普作家,11
67576,柿霜,5
67577,白霜,21
67578,畅销货,2
67579,滑石粉,12
67580,卖相,16
67581,钛白粉,6
67582,凝结物,2
67583,陈湘宁,1
67584,晒成,3
67585,糖浆,11
67586,醛基,1
67587,还原性,1
67588,氢氧化铜,1
67589,氧化亚铜,1
67590,烧杯,2
67591,蒸馏水,11
67592,洗脱液,2
67593,滤纸,2
67594,氢氧化钠,1
67595,硫酸铜,2
67596,摇匀,1
67597,酒精灯,1
67598,试剂,16
67599,蓝灰色,4
67600,保湿,40
67601,翻晒,18
67602,石棉,7
67603,凉果,1
67604,包衣,1
67605,结霜,3
67606,一抖,4
67607,于海波,26
67608,刘琳文,1
67609,张蕾,15
67610,戏剧化,8
67611,揣度,7
67612,容忍度,8
67613,计算机网络,17
67614,左颖,11
67615,八里庄,14
67616,群租,98
67617,泰雅轩,11
67618,十里堡,10
67619,华堂,2
67620,流管,3
67621,上下铺,11
67622,铁架床,2
67623,八一湖,1
67624,饶强,1
67625,暂告,1
67626,朦朦,3
67627,胧胧,3
67628,太阳辐射,1
67629,方芳,19
67630,占上风,18
67631,龙庆峡,11
67632,红螺寺,4
67633,金海湖,5
67634,妙峰山,4
67635,十渡,2
67636,云蒙山,5
67637,百花山,3
67638,慕田峪,2
67639,半壁店,5
67640,观测员,3
67641,怀柔,53
67642,飘起,28
67643,强弩之末,1
67644,扫过,15
67645,蒙蒙,8
67646,万象,125
67647,娜美,54
67648,钓竿,5
67649,鮟鱇鱼,1
67650,克里斯塔,2
67651,施泰克因,2
67652,童谣,18
67653,新方向,23
67654,怪诞,11
67655,樵夫,1
67656,外祖母,16
67657,凹凸,13
67658,塞尔特,3
67659,整形外科,11
67660,天变,9
67661,匹敌,29
67662,美臀,22
67663,马步,10
67664,地狱谷,8
67665,野猿,2
67666,雪猴,5
67667,克洛伊,2
67668,猪流感,16
67669,嗜睡症,2
67670,打盹,26
67671,克罗伊,4
67672,梦游,12
67673,丁酸钠,1
67674,克拉克,35
67675,中尉,34
67676,杰里米,9
67677,骑兵,77
67678,震撼力,12
67679,枪机,5
67680,榴弹,2
67681,发射器,14
67682,弹匣,7
67683,握把,4
67684,照门,1
67685,风偏,2
67686,调整钮,1
67687,导轨,6
67688,作业船,1
67689,负隅顽抗,11
67690,投送,30
67691,迷惑人,10
67692,希尔斯,5
67693,露珠,5
67694,洗手池,10
67695,倒立,12
67696,趴街,1
67697,锁喉,5
67698,刘宇,20
67699,人心向背,5
67700,新理念,21
67701,战鼓,8
67702,题字,24
67703,硬梆梆,2
67704,看齐,42
67705,加以改进,18
67706,力戒,19
67707,字数,25
67708,贵有恒,2
67709,沐春风,2
67710,娟子,39
67711,北国网,35
67712,婚恋观,58
67713,说啥,23
67714,说话声,11
67715,哇哇哭,2
67716,干仗,2
67717,笑呵呵,16
67718,电话费,14
67719,顿觉,10
67720,五雷轰顶,6
67721,百思不解,4
67722,咨询专家,7
67723,周永梅,4
67724,性取向,43
67725,腋下,25
67726,长袖,25
67727,脱衣服,18
67728,十余,22
67729,茶叶罐,3
67730,饼干盒,2
67731,蝉,11
67732,稻,26
67733,增江,2
67734,缀,11
67735,红玛瑙,2
67736,荔,8
67737,罗浮山,1
67738,增江河,3
67739,广深线,1
67740,飞驰,44
67741,独爱,2
67742,郡县,10
67743,阆风,1
67744,水网,17
67745,时序,23
67746,万紫千红,2
67747,丝苗米,1
67748,乌榄,1
67749,迟菜心,1
67750,耕田,5
67751,绯红,1
67752,阳春,7
67753,一簇簇,10
67754,甜丝丝,4
67755,山岗,11
67756,蜂飞,1
67757,画图,4
67758,花谢,1
67759,三月红,1
67760,黑叶,1
67761,桂味,1
67762,糯米滋,1
67763,挂绿荔枝,2
67764,贡品,5
67765,绿线,4
67766,八仙,8
67767,何仙姑,1
67768,升仙,1
67769,斜倚,1
67770,飞针走线,1
67771,嗣后,3
67772,挂绿,3
67773,爽脆,2
67774,蹦蹦跳跳,6
67775,碧波,12
67776,绿油油,15
67777,上甘岭,10
67778,霎时,2
67779,晴日,4
67780,纯朴,12
67781,榕树下,28
67782,乡贤,17
67783,湛若水,1
67784,兴学,8
67785,养贤,1
67786,南宋时,2
67787,崔与之,3
67788,文韬武略,4
67789,祀,10
67790,三贤,1
67791,参知,1
67792,右丞相,2
67793,民族英雄,12
67794,文天祥,6
67795,崇仰,1
67796,盛德,2
67797,水调歌,1
67798,题剑阁,1
67799,硕儒,1
67800,词人,6
67801,传诵,8
67802,尊师,1
67803,重文,4
67804,天宝,11
67805,人杰地灵,5
67806,银山,18
67807,花繁叶茂,1
67808,水长流,7
67809,水泊,3
67810,希冀,16
67811,绿意,15
67812,氤氲,6
67813,夏雨,16
67814,伊姿,11
67815,领先者,6
67816,裂变,14
67817,邱振华,2
67818,内伊,1
67819,雅芳,1
67820,六月,9
67821,加盟商,40
67822,配货,5
67823,货品,63
67824,湘乡市,101
67825,翔翔,7
67826,面色苍白,13
67827,鱼鳞病,1
67828,疝病,1
67829,酒埠江,18
67830,陈凯,19
67831,私分,45
67832,额定,9
67833,扣款,10
67834,收款人,23
67835,通信费,4
67836,汇划,1
67837,营运部,41
67838,业务部,16
67839,疏理,3
67840,王亚萍,4
67841,刘丽娅,1
67842,财务公司,8
67843,较宽,10
67844,连平,37
67845,周小川,5
67846,个贷,13
67847,各行,12
67848,海亮,8
67849,屈林,1
67850,李艳玲,2
67851,信鸽,24
67852,鸽,15
67853,王新胜,5
67854,谷庆堂,2
67855,程利民,2
67856,郑鑫,1
67857,邵邦林,4
67858,刘曙,3
67859,王淮生,1
67860,程既银,1
67861,张皖贤,1
67862,胡政彬,1
67863,孙阜生,1
67864,陈叶林,1
67865,信鸽网,3
67866,穆占东,1
67867,赛鸽,1
67868,公棚,1
67869,鸽友,2
67870,黄山杯,2
67871,颁授,12
67872,省辖市,31
67873,紫葡萄,3
67874,丁自勉,2
67875,梁绿林,1
67876,张亚平,27
67877,田福侠,1
67878,安捷,2
67879,丁中福,3
67880,赤旗报,3
67881,基洛,16
67882,电动力,4
67883,金兰湾,8
67884,下潜,22
67885,发射管,5
67886,阮晋勇,7
67887,定单,4
67888,机炮,12
67889,罗特琴,1
67890,冯光青,1
67891,杨天舒,1
67892,食品公司,16
67893,赛维,5
67894,开发公司,17
67895,袁星红,7
67896,迎江区,18
67897,系马桩,2
67898,电火桶,2
67899,迎江,4
67900,熏得,13
67901,絮,2
67902,程久星,1
67903,张北元,1
67904,订定,8
67905,高智商,33
67906,众生相,8
67907,孟浩强,13
67908,扣人心弦,10
67909,左膀右臂,16
67910,刘二泉,21
67911,朱彩灵,28
67912,邹七,13
67913,赵素影,21
67914,李树敏,12
67915,李兰群,15
67916,程立珊,10
67917,柳丁,9
67918,周宇同,13
67919,何福英,17
67920,画桥,9
67921,大牙,10
67922,旅长,46
67923,刘大泉,9
67924,魏正,2
67925,出言,19
67926,套近乎,17
67927,贾中山,10
67928,零售店,37
67929,单层,10
67930,若按,17
67931,连栋,2
67932,康健杜,2
67933,雷钧,4
67934,洛川,19
67935,黄陵,16
67936,马锡五,1
67937,刘伟,46
67938,王静,25
67939,供用电,7
67940,抽样检查,5
67941,张孝德,1
67942,黄峰昌,1
67943,腰杆,5
67944,和稀泥,15
67945,寡头,11
67946,萧然,2
67947,历法,15
67948,乙未,2
67949,早春,15
67950,祥生,1
67951,枪口,34
67952,方雪祥,17
67953,逃开,1
67954,中班,2
67955,第一枪时,1
67956,短枪,2
67957,多秒,6
67958,王春花,1
67959,王译萱,1
67960,张潘丽,1
67961,大理,122
67962,板桥,18
67963,石顺昌,12
67964,苦守,8
67965,玫瑰湾,2
67966,铺床,13
67967,小捆,4
67968,驼背,20
67969,脏兮兮,4
67970,石官华,2
67971,属牛,3
67972,五年前,38
67973,伏立群,2
67974,关桥,5
67975,前脚,24
67976,狗坚强,8
67977,盆骨,11
67978,知恩,16
67979,图报,13
67980,徐昇,1
67981,平桥,8
67982,信阳市,23
67983,平桥区,7
67984,龙江,12
67985,油脂厂,5
67986,浉河区,2
67987,游河乡,2
67988,西宁市,66
67989,二十多层,2
67990,何正权,5
67991,字牌,3
67992,徐田周,1
67993,讹诈,18
67994,紫荆山,17
67995,董梦露,8
67996,骑士靴,2
67997,抹掉,8
67998,雪地靴,16
67999,磨光,2
68000,姚建芬,6
68001,刘杨,19
68002,拜迪,12
68003,蕾娜,12
68004,多思,15
68005,真品,47
68006,真言,8
68007,多双,4
68008,刷信誉,2
68009,张煜文,8
68010,白沟,11
68011,发家,8
68012,店子,10
68013,卖假,9
68014,关封,2
68015,嗯嗯,4
68016,中间商,15
68017,孟祥斌,2
68018,申志民,3
68019,股吧,3
68020,溜号,2
68021,两毛钱,9
68022,苗静,4
68023,陶英群,2
68024,手抖,20
68025,震颤,9
68026,使唤,7
68027,酒戒,2
68028,神经内科,13
68029,思量,15
68030,调薪,2
68031,丘寒,2
68032,蓝丝绒,2
68033,天幕,9
68034,赤溪镇,1
68035,海滨村,1
68036,埕头,1
68037,石山,6
68038,石缝,3
68039,千手,5
68040,观音,18
68041,卢孔祥,1
68042,王晓勇,1
68043,钟鑫,3
68044,胡阿娜,8
68045,鬓,6
68046,维西,5
68047,傈僳族,3
68048,阿娜,36
68049,陵县,4
68050,王一名,2
68051,吴姓,56
68052,比阿娜,2
68053,一贫如洗,13
68054,无时无刻,32
68055,寻亲,31
68056,餐饮部,11
68057,李玉霞,6
68058,余万梅,6
68059,肥城,4
68060,抱头痛哭,5
68061,两姐妹,18
68062,上坟,11
68063,未婚证,3
68064,婚检,7
68065,正本,3
68066,初婚,16
68067,出生证,21
68068,独生子女证,16
68069,节育证,3
68070,离婚证,6
68071,失业证,9
68072,抵押权,6
68073,典权,3
68074,权利人,43
68075,报到证,11
68076,借书证,3
68077,三侨生,3
68078,边境证,3
68079,边防证,3
68080,养路费,6
68081,江易易,4
68082,裴彤,4
68083,打字,31
68084,滚轮,1
68085,嗼,1
68086,杨瑞榕,1
68087,百思不得其解,14
68088,龙宝宝,7
68089,老婆婆,15
68090,淡漠,14
68091,下蛋,18
68092,回嘴,4
68093,白领阶层,2
68094,难道说,10
68095,张小李,2
68096,蔡满红,12
68097,精浆,5
68098,抗原,18
68099,呈阳性,27
68100,自相残杀,2
68101,脱敏,8
68102,范程,4
68103,橡皮筏,12
68104,冰窟,21
68105,聊城市,12
68106,水坑,46
68107,探照灯,8
68108,白昼,7
68109,枯草,7
68110,碎冰,5
68111,钩子,20
68112,三米深,5
68113,栅栏门,2
68114,假山,27
68115,一分一秒,25
68116,一条腿,38
68117,王尚磊,2
68118,郭庆文,5
68119,杨建国,4
68120,待续,3
68121,扒出,20
68122,怎知,7
68123,张兴平,2
68124,李怀岩,1
68125,宇宇,45
68126,山穷水尽,13
68127,舒桃英,12
68128,零工,6
68129,和治宇,3
68130,宦小淮,3
68131,王小会,2
68132,孙婷婷,2
68133,穿针,5
68134,光片,20
68135,铁针,3
68136,小红点,8
68137,齐书懿,3
68138,瑶瑶,8
68139,银屏,11
68140,对抗性,7
68141,赤焰,1
68142,陈武东,3
68143,退守,6
68144,尽失,24
68145,赵宇,12
68146,凤小岳,4
68147,宫洺,4
68148,一席话,21
68149,乖乖牌,2
68150,恭谨,1
68151,提提,5
68152,北影,20
68153,刘洪洋,1
68154,万旭明,3
68155,大朵,2
68156,花形,5
68157,贴纸,19
68158,李博,4
68159,张梦圆,1
68160,爹爹,196
68161,退给,22
68162,二楼时,1
68163,道谢,55
68164,照征,2
68165,牵线,42
68166,教育网,3
68167,孙永军,13
68168,张洛,4
68169,拦网,4
68170,起用,38
68171,替补队员,2
68172,刘旭辉,8
68173,棋圣战,7
68174,棋院,19
68175,李钦诚,3
68176,陈耀烨,7
68177,李康,11
68178,执黑,7
68179,无忧角,1
68180,中国流,2
68181,檀啸,2
68182,杨鼎新,3
68183,拜纳姆,55
68184,奢侈税,9
68185,选秀权,22
68186,纳达尔,34
68187,孟菲尔斯,3
68188,塞兰特,1
68189,秦东颖,1
68190,大鲨鱼,6
68191,马库斯,12
68192,目前三,4
68193,关键球,5
68194,再相逢,2
68195,翻盘,17
68196,苦主,7
68197,饮恨,4
68198,上座率,23
68199,平手,12
68200,三分线,5
68201,弹无虚发,2
68202,尤纳斯,8
68203,攻守,8
68204,第十一,2
68205,产销量,14
68206,水权,17
68207,西江,26
68208,大藤峡,1
68209,古贤,3
68210,嫩江,4
68211,防洪工程,2
68212,蓄滞洪区,19
68213,海堤,16
68214,春香,2
68215,普拉茨茅斯,4
68216,爱默生,2
68217,州政府,34
68218,添堵,29
68219,高纬度,3
68220,张晓璐,1
68221,冯国川,1
68222,杨翼,17
68223,东躲西藏,11
68224,迟延,7
68225,万圣,9
68226,鉴定书,23
68227,二手车,91
68228,聂某,2
68229,划款,4
68230,原厂件,1
68231,欧阳晓,6
68232,郭某告,1
68233,精神损失费,17
68234,樊某,13
68235,龙胜,5
68236,乐子,6
68237,卖淫女,66
68238,五年六,3
68239,永福县,1
68240,龙胜镇,1
68241,包夜,16
68242,刘某遂,1
68243,照发,9
68244,桂林市,42
68245,江安,5
68246,皮包,88
68247,南溪区,21
68248,王艺洁,1
68249,云浮市,1
68250,云城,2
68251,邵某,76
68252,李某贤,4
68253,某军,18
68254,云安县,1
68255,前锋镇,1
68256,盯梢,20
68257,乘胜追击,9
68258,云浮,17
68259,岭北,1
68260,被劫,33
68261,蟠龙洞,1
68262,李维宁,1
68263,崔林波,1
68264,黄金福,1
68265,金城江,6
68266,拔贡,4
68267,水电站,51
68268,旧桥,6
68269,垮塌,21
68270,拆桥,2
68271,黄景峰,1
68272,掉入,50
68273,水力发电,8
68274,汉鼎,1
68275,王勇,50
68276,余文弯,1
68277,苏宏宝,2
68278,韦太雪,1
68279,覃金宝,1
68280,唐毓,1
68281,放炮,71
68282,炮眼,1
68283,挖开,26
68284,收购站,21
68285,炸伤,33
68286,爆炸伤,3
68287,苗飞飞,3
68288,浇透,1
68289,烧塌,2
68290,王雷军,4
68291,张明蕾,1
68292,陈小龙,1
68293,婴儿车,17
68294,咯咯,2
68295,筼筜,11
68296,朱大勇,6
68297,脚蹬子,1
68298,丰润区,3
68299,吆喝声,12
68300,铝线,4
68301,铜色,2
68302,老爷车,24
68303,螳螂,4
68304,真巧,1
68305,摆件,7
68306,李瑞广,6
68307,尖嘴钳,2
68308,小昆虫,1
68309,滦州,5
68310,迁西,3
68311,景忠山,1
68312,惠丰湖,1
68313,乐儿,1
68314,珊,23
68315,挂车,26
68316,偷光,3
68317,灵璧县,8
68318,灵璧石,3
68319,载重量,17
68320,住旅馆,2
68321,油箱盖,1
68322,油迹,2
68323,四千多块钱,1
68324,医学部,34
68325,年鉴,14
68326,疾病谱,2
68327,留足,5
68328,辛阳,2
68329,正厅,11
68330,攻入,28
68331,罗纳尔多,31
68332,张彬,4
68333,龚武,1
68334,什邡市,2
68335,江油市,9
68336,泸州市,59
68337,纳溪区,16
68338,简阳市,3
68339,井研县,3
68340,蓬溪县,8
68341,信用联社,3
68342,借款人,56
68343,代偿,14
68344,再贷款,2
68345,贴现,5
68346,反担保,2
68347,梁现瑞,1
68348,许静,2
68349,杨国伍,18
68350,开江,1
68351,教书匠,1
68352,千辛万苦,26
68353,开江县,4
68354,拔妙乡,1
68355,堰沟村,1
68356,代课,47
68357,饮食起居,17
68358,长堰,1
68359,大巴山,4
68360,邵柏英,4
68361,幼儿班,3
68362,素菜,27
68363,搭把手,13
68364,校址,12
68365,心头病,2
68366,拉沙,7
68367,磨出,7
68368,老茧,7
68369,义务工,1
68370,初具规模,21
68371,杨海花,5
68372,车舱,2
68373,靠右,4
68374,耙,3
68375,往后面,2
68376,浦城县,7
68377,陈建民,8
68378,肘部,13
68379,杨璐,2
68380,绝症,10
68381,兴文县,3
68382,僰王山,3
68383,司法所,18
68384,彭传忠,14
68385,李仲彬,1
68386,透析管,2
68387,侯军,4
68388,夜长梦多,3
68389,变卦,13
68390,陈志,4
68391,三羊村,2
68392,矿厂,4
68393,采区,8
68394,欧建明,2
68395,高压氧,18
68396,蒋华军,1
68397,苏丙贵,4
68398,雷吉昌,6
68399,罗加友,11
68400,肖伸其,1
68401,杨德清,4
68402,肖龙辉,1
68403,钟孝君,1
68404,滚子,2
68405,煤壁,1
68406,肖伸,1
68407,黑风,3
68408,百草枯,14
68409,解毒药,1
68410,变红,17
68411,除草,19
68412,打草,1
68413,居中,30
68414,甲乙类,2
68415,张彧希,2
68416,刘星,38
68417,小郭,34
68418,徐骑,1
68419,周恒,5
68420,府河,19
68421,截断,17
68422,无味,23
68423,块状,3
68424,变脏,5
68425,堰,9
68426,茅草堰,1
68427,斗渠,1
68428,李潇,10
68429,认罚,70
68430,龙道才,4
68431,杨天玲,1
68432,诸葛,12
68433,李民洪,4
68434,陈璐,21
68435,杨仕成,6
68436,红豆杉,51
68437,逐利,16
68438,峨边,7
68439,美姑,3
68440,甘洛,11
68441,神树,2
68442,李霖,4
68443,紫杉,2
68444,第四纪,5
68445,采伐,15
68446,紫杉醇,8
68447,当时一,7
68448,何飞,2
68449,胸径,3
68450,刀斧,2
68451,金川,3
68452,洪雅,2
68453,巴适,19
68454,梭梭,1
68455,鸡皮疙瘩,4
68456,意乱,2
68457,退下,4
68458,攻城,15
68459,拔寨,4
68460,今年二九,1
68461,黄映国,1
68462,经管学院,1
68463,白首,5
68464,裸猿,1
68465,洋盘,1
68466,婚姻观,8
68467,营山县,15
68468,星火镇,1
68469,星火,18
68470,营山,25
68471,唐海奎,1
68472,刘耕宏,2
68473,王世均,3
68474,未用过,1
68475,鼎泰丰,7
68476,挖角,5
68477,品管,2
68478,卤肉饭,3
68479,奶昔,2
68480,香精,16
68481,订价,1
68482,加料,1
68483,树大招风,6
68484,保教费,5
68485,石斌,2
68486,艾敏,1
68487,撬门,24
68488,铃铃,3
68489,安富,2
68490,锁匠,9
68491,摇摇欲坠,19
68492,门开,11
68493,王玥,5
68494,高敏,7
68495,操作者,7
68496,郑朝辉,1
68497,三十余支,1
68498,祝迅,1
68499,罗京运,6
68500,先进村,12
68501,桂东,5
68502,名目繁多,14
68503,蔚为壮观,7
68504,双学双比,2
68505,关工委,20
68506,荣俱荣,2
68507,硬扯,2
68508,卯,6
68509,王荣海,15
68510,小明星,26
68511,叠罗汉,8
68512,打滚,17
68513,天真无邪,8
68514,指证,17
68515,瘦腰法,1
68516,卤竹笋,1
68517,芭乐汁,2
