,词语,词频
25978,俊雅,1
25979,白领,3
25980,无规律,1
25981,脸色,3
25982,面无血色,1
25983,胃病,1
25984,失眠病,1
25985,食欲,2
25986,头昏脑涨,1
25987,肝炎,3
25988,面黄肌瘦,1
25989,桃花,3
25990,肤,1
25991,凝脂,1
25992,作息,1
25993,名药,1
25994,收效甚微,3
25995,崩溃,9
25996,风干,1
25997,广柑,1
25998,丽人,2
25999,好友,6
26000,传开,1
26001,福寿仙,14
26002,口服液,6
26003,万般无奈,2
26004,指点,8
26005,明察暗访,3
26006,友生,3
26007,面相,1
26008,贩,6
26009,家具,8
26010,查访,2
26011,保健品厂,1
26012,保健食品,16
26013,不好过,3
26014,刮目相看,3
26015,精灵,3
26016,饮品,1
26017,真菌,1
26018,多糖,1
26019,机能,2
26020,组方,3
26021,营养素,1
26022,食疗,1
26023,药疗,1
26024,功效,6
26025,呼吸道,1
26026,心脑血管,1
26027,延年益寿,2
26028,肥胖症,1
26029,益智,1
26030,强身,1
26031,介于,3
26032,小精灵,3
26033,养生,1
26034,铺垫,2
26035,所作所为,5
26036,粤剧,3
26037,第五十,2
26038,大悟县,1
26039,太极拳队,1
26040,灯谜队,1
26041,奖学金,6
26042,广州省,1
26043,眼目,4
26044,红岩颂,1
26045,启君,1
26046,嗓音,4
26047,红岩嘴,1
26048,红岩,12
26049,歌咏,2
26050,南方局,3
26051,周公,8
26052,春去秋来,1
26053,花落花开,1
26054,依依,3
26055,水流,1
26056,抗大,1
26057,面谕,1
26058,奉命,1
26059,血淋淋,1
26060,茅厕,1
26061,蒋管区,1
26062,英名盖世,1
26063,身处牢笼,1
26064,声震中外,1
26065,白公馆,1
26066,煎熬,3
26067,世文,1
26068,江姐,1
26069,小萝卜头,1
26070,呻吟,3
26071,渣滓洞,1
26072,生死线,1
26073,铁血,1
26074,揪,2
26075,耗,2
26076,小廖,1
26077,承志,3
26078,密报,1
26079,庆龄,5
26080,心头,14
26081,空袭,1
26082,潮涨潮落,1
26083,超人,2
26084,掂量,3
26085,惟,2
26086,镇定,2
26087,山冈,1
26088,蒸笼,2
26089,炎日,1
26090,炽,1
26091,木板床,1
26092,小憩,2
26093,爱莫能助,1
26094,胡公,2
26095,副公,2
26096,抓捕,2
26097,杀头,2
26098,铮铮誓言,1
26099,咚咚,1
26100,战鼓,1
26101,斗士,1
26102,昂,3
26103,吼声,2
26104,生死,4
26105,刚烈,1
26106,屠夫,1
26107,从从容容,1
26108,囚徒,2
26109,发话,1
26110,砥砺,1
26111,乐观主义,2
26112,间隙,8
26113,逗逗乐乐,1
26114,喘喘气,1
26115,大姐,13
26116,男孩子,1
26117,小鹏,1
26118,题诗,2
26119,乐天,6
26120,嘻嘻哈哈,1
26121,悬,9
26122,楼头,1
26123,棠,1
26124,骨,4
26125,铭记,5
26126,志明,17
26127,隐蔽,14
26128,身为,1
26129,发奎,1
26130,洪涛,1
26131,屈原,1
26132,雷雨,1
26133,棠棣,1
26134,瑞芳,1
26135,领受,2
26136,舞蹈家,3
26137,爱莲,2
26138,演剧队,1
26139,勃发生机,1
26140,乍,3
26141,舜瑶,1
26142,居室,6
26143,语今,1
26144,纵谈,1
26145,红楼梦,12
26146,借问,1
26147,红学界,1
26148,红楼,3
26149,雅事,1
26150,如数家珍,3
26151,侃侃,1
26152,史河,1
26153,亲闻,1
26154,亲见,1
26155,速记,1
26156,册子,1
26157,惜乎,1
26158,白色恐怖,1
26159,梓年,2
26160,军帐,1
26161,虎穴,1
26162,陪都,1
26163,名流,4
26164,寻觅,2
26165,深痕,1
26166,玉祥,1
26167,民革,6
26168,初基,1
26169,钧儒,1
26170,民盟,1
26171,初芽,1
26172,炎培,1
26173,欢谈,1
26174,民建,2
26175,新政协,1
26176,红岩村,1
26177,布洒,1
26178,沙坪坝,1
26179,交加,2
26180,独秀,2
26181,暖情,1
26182,江津,1
26183,郁郁,1
26184,逝,5
26185,擎,5
26186,照拂,1
26187,新人口论,2
26188,史学,2
26189,翦,2
26190,伯赞,1
26191,沉沉,2
26192,勃长期,1
26193,雨露,1
26194,浇洒,1
26195,融注,1
26196,若暾,1
26197,小青年,2
26198,小龙坎,1
26199,库房,3
26200,云朵,1
26201,飘飘,1
26202,手指画,1
26203,乃昌,1
26204,新声路,2
26205,丑,4
26206,揭批,1
26207,黑板报,6
26208,每期,2
26209,摊主,5
26210,交公,1
26211,年金,1
26212,回绝,2
26213,报章杂志,1
26214,钞,1
26215,进项,2
26216,决然,1
26217,长此以往,2
26218,立足之地,1
26219,武昌区,3
26220,信访办,1
26221,接待室,3
26222,老吴,2
26223,在理,1
26224,周三,1
26225,挡箭牌,2
26226,上访者,2
26227,陋习,1
26228,正事,2
26229,到头来,2
26230,晓萍,2
26231,跌倒,1
26232,发卡,1
26233,百合花,1
26234,水罐,1
26235,山岗,1
26236,茶楼,16
26237,新韵,2
26238,本楚,1
26239,沅水,1
26240,漩起,1
26241,臂腕,1
26242,辰,1
26243,干瘦,1
26244,杉木,5
26245,稳稳,1
26246,蹬立,1
26247,崖壁,1
26248,撑,9
26249,瓦脊,1
26250,楼廊,1
26251,檐,1
26252,瓦檐,1
26253,楼脚,1
26254,青苔,1
26255,世道,1
26256,临街面,1
26257,麻卵石,1
26258,长长,1
26259,巷道,1
26260,弯弯曲曲,1
26261,吊脚楼,1
26262,河面,1
26263,兜,4
26264,倚,4
26265,相映,2
26266,春婆,3
26267,苦心经营,3
26268,八仙桌,1
26269,茶碗,4
26270,茶水,10
26271,笑呵呵,1
26272,古铜色,1
26273,长嘴,1
26274,土壶,1
26275,壶嘴,1
26276,贴慰,1
26277,满满,1
26278,茶坊,1
26279,春姑,9
26280,哭诉,3
26281,米饭,1
26282,荞麦窝,1
26283,凄凄惨惨,1
26284,辰河,3
26285,爷们,1
26286,抖落,3
26287,先前,5
26288,铝合金,3
26289,撩,3
26290,光泽,1
26291,茶堂,4
26292,圆角,1
26293,茶桌,1
26294,法国式,1
26295,靠背,1
26296,木椅,1
26297,左边,1
26298,茶几,3
26299,花边,3
26300,瓷杯,1
26301,右边,1
26302,开关,3
26303,电热水壶,1
26304,前堂,2
26305,水磨石,1
26306,地板,3
26307,后堂,2
26308,木纹,1
26309,楼板,1
26310,木门,1
26311,茶厅,3
26312,恬静,2
26313,包厢,1
26314,友谊座,1
26315,情人楼,1
26316,商客居,1
26317,贵宾房,1
26318,茶客,6
26319,谈天说地,1
26320,切磋,2
26321,缠绵,5
26322,依依恋恋,1
26323,难舍难离,1
26324,姐,1
26325,毛尖,2
26326,壮汉,5
26327,春姑娘,1
26328,瓶,17
26329,茅台,1
26330,卤菜,1
26331,呼喊,3
26332,春花,11
26333,高升,1
26334,声韵,1
26335,悠悠扬扬,1
26336,吊楼,2
26337,阔阔的,1
26338,窗门,1
26339,河岸,2
26340,心浮气动,1
26341,人来人往,3
26342,进进,1
26343,济济一堂,3
26344,阴晴寒暑,1
26345,春夏秋冬,4
26346,妹,5
26347,杯杯,1
26348,独辫,1
26349,脆丽,1
26350,山歌,2
26351,嗬哟,1
26352,瑶乡,2
26353,山妹,1
26354,竖,3
26355,耳,12
26356,喜意,1
26357,眉眼,1
26358,茶歌,1
26359,腔,4
26360,和声,1
26361,满堂,4
26362,搅,4
26363,天边,3
26364,彩云,1
26365,满天,3
26366,辰阳,1
26367,头头,1
26368,软座,1
26369,胆敢,1
26370,挣断,1
26371,脐带,1
26372,连着,2
26373,点点,2
26374,大清早,1
26375,拄,1
26376,拐杖,3
26377,寿爷,6
26378,老花,1
26379,楼门,1
26380,扬眉捋须,1
26381,早茶,2
26382,脏,14
26383,凳,1
26384,老爷爷,3
26385,哪里话,1
26386,白嫩,1
26387,红润,1
26388,脸庞,3
26389,盖碗茶,1
26390,桌面,2
26391,冒烟,2
26392,唇舌,2
26393,品味,4
26394,香气扑鼻,2
26395,桌前,1
26396,品数,1
26397,枸杞子,1
26398,甘草,1
26399,桂皮,1
26400,佐料,1
26401,冒汗,3
26402,顺,10
26403,清嗓润肺,1
26404,滋阴壮阳,1
26405,枝头,2
26406,再生,3
26407,招惹,1
26408,似神非神,1
26409,似仙非仙,1
26410,悠长,2
26411,润,2
26412,先德,1
26413,小木车,1
26414,装载,1
26415,下学,1
26416,娃子,3
26417,粪篓,2
26418,坷垃,2
26419,卖力,1
26420,吱吱悠悠,1
26421,上晃,12
26422,架不住,1
26423,翻车,1
26424,假期,3
26425,土块,1
26426,幻灯片,1
26427,拍片人,1
26428,麦糠,1
26429,盛名难负,1
26430,篓子,1
26431,推车人,2
26432,故乡人,2
26433,形容词,1
26434,戴高帽子,1
26435,动词,1
26436,平平,3
26437,文化人,3
26438,品行,1
26439,危害面,1
26440,小推车,1
26441,吓人,1
26442,厉害,2
26443,栽倒,1
26444,篓里,1
26445,稳稳当当,1
26446,书画展,9
26447,书画家,7
26448,维松,3
26449,少颖,1
26450,一九四三年,1
26451,自幼,4
26452,酷爱,2
26453,学画,1
26454,为生,4
26455,高人,2
26456,一九八五年,1
26457,台北,6
26458,云龙艺,2
26459,画报,4
26460,办报人,2
26461,旬刊,1
26462,彩报,1
26463,画报社,1
26464,铁林,2
26465,世高,1
26466,才春,1
26467,晋城市,7
26468,泽州县,3
26469,高都镇,3
26470,泽州,10
26471,竞若,1
26472,水东乡,3
26473,红宇,1
26474,费老,1
26475,山耳东村,2
26476,村支书,5
26477,资源型,3
26478,开矿,2
26479,掠夺性,1
26480,垃圾堆,1
26481,富翁,1
26482,毓秀,2
26483,丢掉,5
26484,一落千丈,1
26485,泊南村,1
26486,仰天,2
26487,造福一方,2
26488,浙南,1
26489,粤南,1
26490,辽东,1
26491,山药蛋,1
26492,装载机,1
26493,隆隆,2
26494,高炉,2
26495,灰飞烟灭,1
26496,煤场,1
26497,子孙后代,3
26498,考评,6
26499,四处奔波,1
26500,引进者,1
26501,乡里,10
26502,泄劲,1
26503,大田,1
26504,无公害,7
26505,煤窑,3
26506,为副,1
26507,稳产,7
26508,办到,3
26509,逐项,1
26510,南村镇,1
26511,贫乏,1
26512,河西走廊,10
26513,武威,4
26514,金昌,5
26515,酒泉,7
26516,嘉峪关,5
26517,团队,4
26518,水浇地,2
26519,商品粮,2
26520,玉门,2
26521,镍都,2
26522,敦煌,18
26523,莫高窟,1
26524,名胜古迹,3
26525,大陆桥,3
26526,横贯,3
26527,全境,1
26528,聚居区,2
26529,劳动日,2
26530,台次,3
26531,农副业,2
26532,军地,3
26533,复员,2
26534,贯通,5
26535,摸得着,1
26536,纪念碑,8
26537,文明线,2
26538,五百万,2
26539,连成,1
26540,尚义县,6
26541,张北县,36
26542,罹难者,4
26543,硌,2
26544,崇汇,1
26545,寅逵,1
26546,义方,1
26547,国俊,5
26548,景荣,1
26549,文光,2
26550,武先,1
26551,崇泰,1
26552,绍先,1
26553,道明,1
26554,省纪委,4
26555,才荣,1
26556,廷运,1
26557,天发,1
26558,尚义,24
26559,六点二,3
26560,赶赴,23
26561,十日,12
26562,台网,10
26563,十一时,3
26564,五十分,1
26565,张北,41
26566,震中,2
26567,四十一点一,1
26568,东经,3
26569,一百一十四点三,1
26570,余震,13
26571,一百二十三,1
26572,震级,3
26573,四点六,1
26574,四点五,1
26575,四点二,1
26576,主震,2
26577,衰减,2
26578,震区,23
26579,二十时,1
26580,地震局,13
26581,震中区,1
26582,七万,3
26583,四十七,3
26584,二百五十,2
26585,治洲,1
26586,工作队,8
26587,开赴,3
26588,抗震救灾,61
26589,震情,7
26590,永跃,5
26591,过夜,6
26592,御寒,8
26593,工作组,13
26594,十时,2
26595,棋福,1
26596,文道,5
26597,继军,8
26598,张家口市,9
26599,腾出,11
26600,避险,3
26601,大河乡,20
26602,单晶河乡,13
26603,海流图乡,7
26604,馒头营乡,1
26605,伤病员,3
26606,财政厅,1
26607,进喜,5
26608,钻井队,25
26609,仁泉,4
26610,墨迹,1
26611,碑廊,1
26612,大生,1
26613,一百六十九点一亿,1
26614,百分之一百零二点三,1
26615,百分之十三点五,1
26616,六十九点二亿,1
26617,百分之二点七,1
26618,二十七点六亿,1
26619,百分之十一点九,1
26620,所得税,10
26621,二十一点五亿,1
26622,百分之十二点六,1
26623,一千亿,1
26624,一百点,1
26625,五亿,1
26626,五十点,1
26627,百分之十八,3
26628,废止,4
26629,监督卡,1
26630,兴华,12
26631,民政厅,3
26632,出征,4
26633,禄丰县,1
26634,高峰乡,1
26635,展板,1
26636,鹤庆,1
26637,彝良,1
26638,金平,1
26639,富宁县,1
26640,花甲乡,1
26641,团省委,7
26642,株洲县,2
26643,白关镇,2
26644,鼓乐喧天,1
26645,省农办,2
26646,摆摊,2
26647,湘剧院,1
26648,白关,1
26649,熙熙攘攘,2
26650,咨询摊,1
26651,五六十,6
26652,文耀,1
26653,周到,3
26654,陆上,8
26655,振军,2
26656,冉,6
26657,永平,6
26658,亿吨级,4
26659,油气区,4
26660,油气,29
26661,七五,4
26662,永康,3
26663,一百八十一万,1
26664,七点三亿,1
26665,份额油,1
26666,税费,8
26667,二百五十八亿,1
26668,一百亿,1
26669,减人增效,8
26670,经营责任制,2
26671,采收率,2
26672,马格里布,3
26673,马德里,10
26674,和会,4
26675,问及,5
26676,大鹏,4
26677,牵动,17
26678,教员,4
26679,晋峰,2
26680,瞿,5
26681,正祥,1
26682,振武,3
26683,先光,1
26684,剑敏,1
26685,西生,1
26686,福恩,1
26687,德才,1
26688,宏斌,1
26689,发人深省,2
26690,一专多能,3
26691,复合型,2
26692,气流,1
26693,云量,1
26694,间断性,3
26695,阴有小雨,3
26696,青林,6
26697,范园,1
26698,地产,6
26699,征地,1
26700,约请,2
26701,厅局长,9
26702,换届会,2
26703,丁华,4
26704,中直工委,3
26705,克升,6
26706,连元,1
26707,祥,5
26708,家桢,5
26709,褒奖,1
26710,楠,5
26711,在读,1
26712,硕士生,8
26713,九源,1
26714,年轻有为,1
26715,难能可贵,5
26716,收市,7
26717,触发,2
26718,点数,1
26719,法兰克福,3
26720,下泻,1
26721,石元,1
26722,见义勇为,7
26723,孤身,4
26724,通信站,1
26725,钱包,1
26726,骂,7
26727,侧身,1
26728,小偷,1
26729,顺从,1
26730,挣脱,4
26731,挟持,2
26732,窜,1
26733,拳打脚踢,2
26734,凶狠,1
26735,挥拳,1
26736,猛击,1
26737,还击,2
26738,搏斗,5
26739,刀片,1
26740,脸部,2
26741,划伤,3
26742,嚣张气焰,5
26743,畏惧,1
26744,斥责,1
26745,针,10
26746,右耳,1
26747,重度,4
26748,聋,2
26749,勇斗,1
26750,旺兴,1
26751,执照,10
26752,农技,7
26753,植保,1
26754,遵化市,1
26755,东旧寨镇,1
26756,五虎岭,1
26757,少先队员,2
26758,喇嘛,3
26759,袈裟,1
26760,大昭寺,3
26761,僧人,11
26762,糌粑,2
26763,砖茶,1
26764,柴薪,1
26765,民管会,1
26766,尼玛慈仁,1
26767,巡礼,2
26768,学祥,1
26769,熙来,1
26770,亚彪,3
26771,长春市,5
26772,明远,3
26773,述,5
26774,绪明,2
26775,左君,1
26776,笔名,2
26777,赞颂,2
26778,间歇,4
26779,行军,3
26780,讨伐,1
26781,牢,4
26782,获释,4
26783,法共,3
26784,瓦扬,1
26785,古久里,1
26786,共产国际,2
26787,组织关系,2
26788,恩,1
26789,抗法战争,2
26790,杵,1
26791,臼,1
26792,茎,1
26793,兄,1
26794,旧社会,1
26795,各条,1
26796,新人新事,1
26797,鼓足干劲,1
26798,胡兰,1
26799,崇伦,1
26800,士其,1
26801,附带,3
26802,原子弹,2
26803,遏止,2
26804,亚非拉,1
26805,实践论,3
26806,按语,1
26807,越南式,1
26808,盛事,9
26809,詹姆士,2
26810,邦德,9
26811,特工,2
26812,间谍,6
26813,杀手,1
26814,诺,4
26815,系列片,5
26816,构架,2
26817,揭穿,1
26818,罪恶,4
26819,深入虎穴,1
26820,历尽,2
26821,美女,4
26822,敌方,2
26823,神通广大,1
26824,刀枪不入,1
26825,弹无虚发,1
26826,飞车,1
26827,可言,2
26828,第十七,7
26829,印迹,1
26830,凶恶,1
26831,超国家,1
26832,挑动,1
26833,鹰派,1
26834,一触即发,2
26835,黑手党,6
26836,狂人,1
26837,反面人物,2
26838,大片,12
26839,圣徒,1
26840,专机,3
26841,片中,1
26842,哈里逊,1
26843,打斗片,1
26844,军界,1
26845,情报界,1
26846,坏蛋,2
26847,路易斯,2
26848,弗里,1
26849,峻彪,1
26850,啤酒,28
26851,相接,2
26852,限速,2
26853,瘾,2
26854,高速路,6
26855,外侧,4
26856,超车,2
26857,中道,1
26858,里道,1
26859,飞驰,3
26860,玩命,2
26861,收油,1
26862,让道,1
26863,转向灯,2
26864,酣畅,2
26865,跑车,1
26866,竞驰,1
26867,一饱眼福,2
26868,缘故,5
26869,上车,14
26870,红绿灯,1
26871,人行横道,2
26872,礼让,3
26873,出事,3
26874,毫不客气,1
26875,路牌,1
26876,路标,2
26877,变线,1
26878,磨擦,2
26879,刷刷,1
26880,新娘,5
26881,喜车,1
26882,礼节,2
26883,并线,1
26884,返光镜,1
26885,远光灯,2
26886,让行,1
26887,车队,11
26888,空隙,2
26889,双蹦灯,3
26890,慢行,1
26891,靠边,1
26892,警种,1
26893,令人叹服,1
26894,车祸,6
26895,奥贝尔豪森市,1
26896,弯道,1
26897,刹车,7
26898,紧急灯,1
26899,驶近,1
26900,护栏,3
26901,汽油味,1
26902,扑鼻,3
26903,平躺,1
26904,安抚,2
26905,外衣,4
26906,披盖,1
26907,救护,3
26908,空旷,1
26909,半侧,1
26910,抢险车,2
26911,喷洒,2
26912,干粉,1
26913,警笛,1
26914,原地,3
26915,避让,1
26916,隔离带,2
26917,路沿,1
26918,桔黄色,1
26919,宽体,1
26920,清障车,2
26921,警报灯,1
26922,相间,6
26923,话筒,2
26924,回车,1
26925,收音机,5
26926,播报,1
26927,绕行,1
26928,放行,1
26929,一首首,4
26930,演唱者,3
26931,奥山由美,1
26932,康定,1
26933,情歌,4
26934,燕子,2
26935,玛依拉,1
26936,声情并茂,3
26937,异邦,1
26938,山形县,1
26939,不解之缘,2
26940,声乐系,1
26941,山形,1
26942,女孩子,4
26943,转赴,1
26944,西洋,3
26945,奥山,6
26946,转折点,2
26947,距离感,1
26948,香兰,1
26949,茉莉花,4
26950,夜来香,1
26951,何日,1
26952,佩英,3
26953,录音带,2
26954,结识,3
26955,公演,3
26956,音乐史,1
26957,武扬,1
26958,初来者,1
26959,浓重,5
26960,奥莫,3
26961,主教堂,1
26962,十字架形,1
26963,飞升,1
26964,荡魂摄魄,1
26965,大理石,3
26966,尖塔,3
26967,精雕细镂,1
26968,璎珞,1
26969,凤冠,1
26970,人像,4
26971,群雕,1
26972,八角亭,1
26973,塔顶,2
26974,圣母,5
26975,玛丽亚,2
26976,铜像,8
26977,裹,8
26978,金叶,1
26979,壁龛,1
26980,方柱,2
26981,铜门,2
26982,方格,1
26983,柱基,1
26984,柱身,1
26985,浮雕,2
26986,天长日久,1
26987,下部,3
26988,摸摸,2
26989,抚摸,6
26990,光滑,2
26991,铜雕,1
26992,真切感,1
26993,谶语,1
26994,踏入,1
26995,幽深,1
26996,浩渺,2
26997,高矗,1
26998,立柱,1
26999,圆柱,1
27000,拱形,2
27001,仙境,1
27002,二三,3
27003,玻璃窗,1
27004,窗上,1
27005,五彩,4
27006,缀出,1
27007,清泉,7
27008,幻觉,2
27009,弥撒,2
27010,排椅,2
27011,合十,1
27012,浸润,2
27013,静穆,1
27014,声息,1
27015,耶稣,7
27016,钉子,2
27017,供奉,3
27018,大主教,2
27019,真身,1
27020,铸补,1
27021,冲洗,1
27022,似地,1
27023,迷离,2
27024,睿智者,1
27025,带走,6
27026,真容,1
27027,左右逢源,2
27028,酣畅淋漓,1
27029,古书,2
27030,信教者,1
27031,试想,6
27032,粲然,1
27033,张扬,5
27034,神圣感,1
27035,鸽子,1
27036,齐刷刷,3
27037,高高的,3
27038,过客,2
27039,萍水,1
27040,船上,18
27041,桨,4
27042,世世代代,2
27043,萍踪浪迹,1
27044,吉萨省,2
27045,漂泊,3
27046,喧闹,4
27047,一隅,5
27048,横跨,4
27049,高架桥,5
27050,昏黄,2
27051,暮霭,1
27052,纱帐,1
27053,垂落,1
27054,因巴巴区,1
27055,姆尼布区,1
27056,流经,3
27057,分叉,1
27058,停靠,7
27059,桥下,4
27060,摇动,1
27061,渔火,1
27062,炊烟袅袅,3
27063,炊具,1
27064,铺盖,3
27065,摩天大楼,1
27066,钦羡,2
27067,奢望,1
27068,祈求,2
27069,佑助,1
27070,与世无争,1
27071,与世隔绝,3
27072,承载,2
27073,萨米亚,2
27074,侯赛因,3
27075,渔民,13
27076,嫁,6
27077,气管炎,2
27078,夭折,2
27079,打鱼,5
27080,庇护所,2
27081,桥墩,3
27082,遮风挡雨,1
27083,新手,1
27084,聊以,1
27085,糊口,1
27086,景况,1
27087,渔家,2
27088,拥挤不堪,1
27089,小船,9
27090,侧卧,1
27091,多子多孙,1
27092,人丁,1
27093,乐事,1
27094,进不起,1
27095,孕妇,2
27096,预先,2
27097,十有八九,1
27098,照常,1
27099,驾,6
27100,安危祸福,1
27101,听凭,1
27102,上岸,1
27103,屈指可数,3
27104,岸上,2
27105,订婚,1
27106,闹腾,3
27107,悄无声息,1
27108,熟人,2
27109,说合,1
27110,买不起,1
27111,打造,1
27112,过门,1
27113,繁衍,2
27114,生息,2
27115,船体,1
27116,木质,1
27117,差不多,5
27118,岸区,1
27119,行船,1
27120,法里斯,1
27121,伊德,1
27122,船家,1
27123,瓦拉格,1
27124,房主,3
27125,预付款,1
27126,无异于,1
27127,淡季,3
27128,平阔,1
27129,舒缓,2
27130,斜风细雨,1
27131,飘洒,3
27132,船舱,1
27133,布篷,1
27134,得闲,1
27135,生计,5
27136,诚心,4
27137,保佑,3
27138,年景,2
27139,门楣,1
27140,思想解放,4
27141,玄妙,3
27142,笨,1
27143,奢侈品,3
27144,一汽,3
27145,二汽,1
27146,好比,3
27147,牛车,1
27148,点点头,2
27149,资本家,3
27150,何乐而不为,2
27151,社会存在,1
27152,中性,4
27153,私有制,15
27154,笼统,3
27155,不妥,4
27156,同义语,1
27157,锦才,3
27158,叫作,1
27159,家常,2
27160,降价风,1
27161,特许,8
27162,用户数,2
27163,用率,1
27164,使手机,1
27165,门面房,1
27166,专营店,1
27167,火爆,9
27168,各报,1
27169,资费,2
27170,大件,3
27171,例外,9
27172,经销商,6
27173,拱手,1
27174,裸机,2
27175,微乎其微,1
27176,生产商,5
27177,按说,4
27178,推销商,1
27179,让出,4
27180,话费,3
27181,或多或少,1
27182,白送,2
27183,预示,7
27184,落价,1
27185,想当初,2
27186,机子,1
27187,大路,2
27188,赠机,1
27189,常流水,1
27190,开栏,1
27191,评论部,1
27192,星期日,5
27193,视点,3
27194,集锦,2
27195,评论性,1
27196,打假,11
27197,泉源,1
27198,开刀,1
27199,私心,5
27200,作祟,5
27201,一门心思,3
27202,过滤,2
27203,只说不做,1
27204,混日子,1
27205,心慈手软,1
27206,放任自流,3
27207,掂,5
27208,玩弄,1
27209,误国,1
27210,结儿,4
27211,磕磕碰碰,2
27212,远在,8
27213,谋职,1
27214,求业,1
27215,误会,3
27216,聚,14
27217,和美,1
27218,瑞雪,12
27219,纷飞,1
27220,丹田村,1
27221,洋生,1
27222,休工,1
27223,架子,2
27224,形式化,4
27225,量化,6
27226,登记本,1
27227,三同,1
27228,打分,5
27229,丘岗,1
27230,慷慨解囊,2
27231,今朝,5
27232,履,2
27233,诺言,5
27234,还款,3
27235,如数,2
27236,深情厚意,4
27237,实属,3
27238,发誓,2
27239,父老,5
27240,挺身而出,3
27241,建路,1
27242,主干路,1
27243,壶关县,1
27244,复转,1
27245,晋生,1
27246,微不足道,4
27247,建强,2
27248,东区,10
27249,佑民,3
27250,属实,4
27251,证照,2
27252,暂住证,1
27253,景明,1
27254,地矿厅,3
27255,称职,3
27256,相如,6
27257,厅属,1
27258,勘察,3
27259,易地做官,1
27260,套套,1
27261,草业,3
27262,改良,7
27263,草场,5
27264,风沙,2
27265,载畜量,1
27266,风吹草低见牛羊,1
27267,超载,2
27268,飞播,2
27269,马萨诸塞州,1
27270,中新,1
27271,呼盟,1
27272,鄂温克旗,1
27273,苜蓿草,1
27274,南丰县,1
27275,一中,5
27276,建英,2
27277,双差生,2
27278,深造,2
27279,墓葬,5
27280,陵园,2
27281,镇江市,2
27282,宗泽,1
27283,米芾,1
27284,三国,6
27285,东吴,1
27286,重臣,1
27287,鲁肃,1
27288,中郎将,1
27289,史慈,1
27290,辛亥革命,4
27291,伯先,1
27292,茅,3
27293,以升,1
27294,修葺,1
27295,谒陵,1
27296,祭扫者,1
27297,泽广,1
27298,楼山乡,3
27299,李沧区,2
27300,各村,3
27301,年关,7
27302,羊城,2
27303,街面,1
27304,越发,6
27305,吆喝声,1
27306,北京路,2
27307,沿江路,1
27308,中山路,2
27309,农林下路,1
27310,假发,1
27311,大模大样,1
27312,倚靠,1
27313,公章,2
27314,票据,26
27315,如此这般,2
27316,惶惶然,1
27317,左顾右盼,2
27318,路口处,1
27319,过街天桥,2
27320,外向,4
27321,动手动脚,1
27322,拦截,2
27323,餐费票,1
27324,看病票,1
27325,购置费,1
27326,机电票,1
27327,神秘兮兮,1
27328,委托书,5
27329,一钱不值,1
27330,兴隆,7
27331,利欲熏心,3
27332,中饱私囊,1
27333,堕落,6
27334,容身,1
27335,俗气,2
27336,恭喜发财,3
27337,大吉大利,2
27338,空洞无物,1
27339,陈年老辞,1
27340,虚应,1
27341,卡片,3
27342,弃,6
27343,纸篓,2
27344,徒然,1
27345,邮递,2
27346,三言两语,1
27347,礼数,1
27348,厌烦,1
27349,成灾,2
27350,洛林,1
27351,感慨万端,1
27352,积弱积贫,1
27353,岂止,4
27354,远大,7
27355,敷衍塞责,2
27356,嘴皮,1
27357,应接不暇,3
27358,应酬,4
27359,妨害,3
27360,傻干,1
27361,轻重缓急,1
27362,要领,1
27363,举重若轻,1
27364,刀刃,3
27365,精兵简政,2
27366,华而不实,1
27367,高高在上,2
27368,大敌,3
27369,征税,9
27370,九百四十亿,1
27371,征收,23
27372,环节税,3
27373,减免税,2
27374,应税面,1
27375,治税,5
27376,税源,3
27377,审价,3
27378,瞒报,1
27379,补税,2
27380,混淆,3
27381,悬殊,4
27382,伪报,1
27383,偷逃税,1
27384,补征,1
27385,欠税,2
27386,催缴,2
27387,纳税,16
27388,滞纳金,2
27389,调减,1
27390,策,4
27391,原始林,1
27392,公益林,1
27393,涵养,3
27394,营林,1
27395,复合,4
27396,玉来,1
27397,站稳,2
27398,动力源,1
27399,名不见经传,5
27400,引人瞩目,2
27401,德江,3
27402,柏玉,20
27403,纪念册,2
27404,事在人为,1
27405,初冬,3
27406,时届,1
27407,毛遂自荐,1
27408,校办,1
27409,累活,2
27410,藐视,1
27411,畏缩不前,1
27412,弱者,2
27413,求索,4
27414,定制,1
27415,铝桶,4
27416,好话,2
27417,说尽,1
27418,技工,6
27419,眼窝,1
27420,深陷,1
27421,血丝,1
27422,喜上眉梢,3
27423,铝排,7
27424,铜排,5
27425,安分,3
27426,导电,1
27427,母线槽,8
27428,何不,1
27429,开发部,1
27430,高工,2
27431,迫不及待,6
27432,跨距,1
27433,空气型,1
27434,联接,1
27435,型号,10
27436,开关柜,2
27437,高压柜,5
27438,高压,5
27439,四面八方,10
27440,换型,1
27441,谈及,4
27442,广宾,1
27443,婚期,2
27444,专心致志,2
27445,长途汽车,4
27446,销售员,5
27447,宝平,1
27448,预产期,2
27449,产院,1
27450,不得已,2
27451,景华,2
27452,合同额,1
27453,能上能下,1
27454,独具特色,6
27455,哺育,4
27456,举手,5
27457,关灯,1
27458,细账,2
27459,清廉,5
27460,小气候,2
27461,聚餐,2
27462,馈赠,4
27463,推托,1
27464,厂籍,2
27465,采购员,1
27466,回扣,7
27467,柔,1
